,URL,ASIN,Title,Brand,Fulfillment,Category,BSR,Subcategory,Price,Price Trend (90 days) (%),Monthly Sales,Sales Trend (90 days) (%),Monthly Revenue,Review Count,Reviews Rating,Seller,Number of Active Sellers,Last Year Sales,Sales Year Over Year (%),Size Tier,Length,Width,Height,Weight,Storage Fee (Jan - Sep),Storage Fee (Oct - Dec),Best Sales Period,Age (Month),Number of Images,Variation Count,Sales to Reviews
33,https://amazon.com/dp/B0949B89LT,B0949B89LT,ZYQ Bathroom Accessories Set Hand Painted Sun Flower Exquisite Ceramics 5pcs Bath Set Porous Design Toothbrush Holder Soap Dispenser Soap Dish 2 Tumblers,ZYQ,FBM,Home & Kitchen,7652137,Bathroom Accessory Sets,80.0,,0,0.0,0.0,1,5.0,ZDPD,1,,,,,,,,,,-,24,7,0,0.0
34,https://amazon.com/dp/B08SWP98X9,B08SWP98X9,"Nordic Ceramics Bathroom Accessories Set Imitation Marble Toothbrush Holder Soap Dispenser Soap Dish Bath Decoration Bathroom Accessory Set (Color : White Black, Size : 5pcs)",MYBA,FBM,Home & Kitchen,7149692,Bathroom Accessory Sets,89.17,,0,0.0,0.0,1,4.0,FOLLY FAN,1,1.0,,,,,,,,,11/01/2022,29,2,8,0.0
35,https://amazon.com/dp/B01E57SO8S,B01E57SO8S,"KLEO - Bathroom Accessory Set Made from Natural Stone - Bath Accessories Set of 4 Includes Soap Dispenser, Toothbrush Holder, Tumbler and Soap Dish (Brown)",KLEO,FBA,Home & Kitchen,2458492,Bathroom Accessory Sets,49.95,-3.0,2,33.0,99.9,23,4.0,StonKraft USA,2,18.0,,Large Standard-Size,14.8,8.6,5.3,6.7,269.37,936.92,06/01/2022,80,8,1,0.09
36,https://amazon.com/dp/B07Q68Y6YG,B07Q68Y6YG,"5-Piece Bathroom Decor Set - Bamboo Bathroom Accessories Set with Trash Can, Soap Dish, Soap Dispenser, Toothbrush Holder, and Tray by Lavish Home",Lavish Home,Amazon,Home & Kitchen,279225,Bathroom Accessory Sets,48.54,-11.0,86,-13.0,4174.44,1177,4.4,Amazon,1,2251.0,-56.0,Small Oversize,9.53,9.61,17.87,5.45,,,10/01/2021,51,5,0,0.07
37,https://amazon.com/dp/B01E76QYKW,B01E76QYKW,"KLEO - Bathroom Accessory Set Made from Natural Stone - Bath Accessories Set of 4 Includes Soap Dispenser, Toothbrush Holder, Tumbler and Soap Dish (Green)",KLEO,FBA,Home & Kitchen,788255,Bathroom Accessory Sets,49.95,-30.0,8,-36.0,399.6,103,4.4,StonKraft USA,2,200.0,-44.0,Large Standard-Size,4.88,8.9,14.8,6.66,256.76,893.07,08/01/2021,81,9,2,0.08
38,https://amazon.com/dp/B0BVMD5F2R,B0BVMD5F2R,RQYIXI Bathroom Accessory Set 6 Piece Ceramic and Wood Bathroom Accessories Set with Trash Can Soap Dispenser Toothbrush Holder Toothbrush Cup Soap Dish Tray,RQYIXI,FBA,Home & Kitchen,31589,Bathroom Accessory Sets,99.99,1.0,795,-11.0,79492.05,730,4.7,HUAYUETAOCI,1,,,Small Oversize,9.9,11.8,12.5,9.0,405.63,1014.06,01/01/2023,3,7,10,1.09
39,https://amazon.com/dp/B096FMCD6V,B096FMCD6V,"Gets Marble Bathroom Accessories, Toothbrush Holder Set, Luxury Bath Accessory with Soap Dispenser, Tumbler, Soap Dish (Matte Pink（Four Piece）)",Gets,FBM,Home & Kitchen,1981412,Bathroom Accessory Sets,52.99,,1,0.0,52.99,6,4.8,KALINNU,1,,,Large Standard-Size,4.61,9.17,12.01,2.84,,,11/01/2021,24,8,6,0.17
40,https://amazon.com/dp/B0791DT4W4,B0791DT4W4,"FORLONG Ceramic Bathroom Accessory Set Dancing Butterfly Ceramic 5 Pieces Set,Including Toothbrush Holders,2 Gargle Tooth-Brushing Cups,Soap Dishes,Soap & Lotion Dispenser",FORLONG,FBA,Home & Kitchen,857270,Bathroom Accessory Sets,46.99,1.0,32,-11.0,1503.68,295,4.7,FORLONG,1,337.0,-26.0,Large Standard-Size,5.08,9.41,16.06,2.85,306.52,1066.14,07/01/2021,64,7,0,0.11
41,https://amazon.com/dp/B08QFG1XW2,B08QFG1XW2,"Bathroom Soap Dispenser Set - Bathroom Toothbrush Holder Set, Marble, Gold, Farmhouse Bathroom Decor, 5 Piece Bathroom Accessories Set",L'MKI,FBA,Home & Kitchen,138406,Bathroom Accessory Sets,59.98,-1.0,129,-38.0,7737.42,610,4.6,MKI Studio,1,2839.0,,Large Standard-Size,5.63,9.69,13.39,5.86,291.44,1013.72,03/01/2022,27,9,2,0.21
42,https://amazon.com/dp/B010E4AKU6,B010E4AKU6,"Bathroom Accessories Set - 4 Piece Bathroom Accessory Set Made with Natural Mother of Pearl Shells - Decorative Bathroom Set Includes: Soap Dispenser, Toothbrush Holder, Tumbler and Soap Dish",Creative Scents,FBA,Home & Kitchen,726722,Bathroom Accessory Sets,46.89,-1.0,32,-88.0,1500.48,376,4.5,WIZZHOME,1,867.0,-19.0,Large Standard-Size,4.84,10.31,11.54,3.42,229.94,799.79,01/01/2023,95,9,0,0.09
